team,scorer,goals_total,op_goals_w,pen_goals_w,matches_w,op_rate,pen_rate,last_date
Turkey,Necati Ateş,2,0.0,0.006,43.9,0.0,0.0001,2005-11-16
Morocco,Hicham Aboucherouane,1,0.006,0.0,57.3,0.0001,0.0,2008-01-24
Denmark,Peter Møller,4,0.006,0.0,41.0,0.0001,0.0,2005-03-26
Senegal,Moustapha Bayal Sall,1,0.006,0.0,51.4,0.0001,0.0,2008-01-23
Senegal,Diomansy Kamara,1,0.006,0.0,51.4,0.0001,0.0,2008-01-23
Tunisia,Mejdi Traoui,1,0.006,0.0,52.8,0.0001,0.0,2008-01-23
Lithuania,Tomas Ražanauskas,6,0.003,0.003,36.3,0.0001,0.0001,2003-04-02
Nigeria,Osaze Odemwingie,3,0.006,0.0,48.4,0.0001,0.0,2004-02-13
Morocco,Monsef Zerka,1,0.006,0.0,57.3,0.0001,0.0,2008-01-21
Solomon Islands,Jack Samani,4,0.006,0.0,21.6,0.0003,0.0,2004-05-12
Colombia,Elkin Soto,2,0.006,0.0,45.0,0.0001,0.0,2005-09-04
Honduras,Iván Guerrero,3,0.006,0.0,43.8,0.0001,0.0,2005-07-21
Lebanon,Haitham Zein,5,0.006,0.0,31.6,0.0002,0.0,2004-06-09
South Africa,Lungisani Ndlela,2,0.006,0.0,49.4,0.0001,0.0,2005-07-17
Bolivia,Limberg Gutiérrez,3,0.006,0.0,40.6,0.0001,0.0,2005-10-12
Jamaica,Jermaine Hue,2,0.006,0.0,50.0,0.0001,0.0,2005-07-10
Norway,Tore André Flo,10,0.006,0.0,39.1,0.0002,0.0,2003-10-11
Cyprus,Yiasoumis Yiasoumi,2,0.006,0.0,35.3,0.0002,0.0,2006-09-02
Burkina Faso,Mamadou Zongo,9,0.006,0.0,44.7,0.0001,0.0,2004-06-05
Albania,Besnik Hasi,2,0.006,0.0,37.6,0.0002,0.0,2006-09-02
Zambia,Gift Kampamba,3,0.006,0.0,37.2,0.0002,0.0,2005-06-05
Chile,Reinaldo Navia,4,0.004,0.002,40.1,0.0001,0.0001,2004-06-06
Tunisia,Jawhar Mnari,2,0.006,0.0,52.8,0.0001,0.0,2006-06-19
Kuwait,Faraj Laheeb,3,0.006,0.0,39.8,0.0001,0.0,2004-11-17
Congo,Rudy Bhebey,2,0.006,0.0,18.2,0.0003,0.0,2005-06-19
Hungary,Péter Rajczi,2,0.006,0.0,38.7,0.0002,0.0,2005-09-03
Uruguay,Pablo García,2,0.006,0.0,43.2,0.0001,0.0,2007-07-07
Chile,Luis Antonio Jiménez,2,0.006,0.0,40.1,0.0001,0.0,2005-06-08
Turkmenistan,Guwançmuhammet Öwekow,3,0.006,0.0,16.1,0.0004,0.0,2004-02-18
Chile,Luis Fuentes,2,0.006,0.0,40.1,0.0001,0.0,2005-06-04
Solomon Islands,Gideon Omokirio,4,0.005,0.001,21.6,0.0002,0.0,2004-05-15
Ecuador,Álex Aguinaga,15,0.005,0.0,44.1,0.0001,0.0,2002-01-22
Israel,Idan Tal,2,0.006,0.0,32.0,0.0002,0.0,2007-03-28
Slovakia,Ľubomír Michalík,1,0.006,0.0,39.4,0.0001,0.0,2007-11-21
Poland,Rafał Murawski,1,0.006,0.0,40.6,0.0001,0.0,2007-11-21
Peru,Andrés Augusto Mendoza,1,0.006,0.0,40.0,0.0001,0.0,2007-11-21
Belgium,Luigi Pieroni,1,0.006,0.0,44.8,0.0001,0.0,2007-11-21
New Caledonia,Marius Mapou,1,0.006,0.0,14.3,0.0004,0.0,2007-11-21
Azerbaijan,Gurban Gurbanov,5,0.004,0.002,35.6,0.0001,0.0,2003-06-11
Costa Rica,Hernán Medford,12,0.005,0.001,49.0,0.0001,0.0,2002-01-18
Venezuela,Alejandro Guerra,1,0.006,0.0,37.3,0.0002,0.0,2007-11-20
Colombia,Dayro Moreno,1,0.006,0.0,45.0,0.0001,0.0,2007-11-20
Malta,George Mallia,2,0.006,0.0,33.3,0.0002,0.0,2007-03-24
Turkmenistan,Arif Mirzoyev,1,0.006,0.0,16.1,0.0004,0.0,2007-11-18
Tajikistan,Jamshed Ismailov,1,0.006,0.0,29.9,0.0002,0.0,2007-11-18
France,Youri Djorkaeff,13,0.005,0.001,47.7,0.0001,0.0,2001-05-30
Netherlands,Danny Koevermans,1,0.006,0.0,45.5,0.0001,0.0,2007-11-17
Fiji,Valerio Nawatu,1,0.006,0.0,23.2,0.0002,0.0,2007-11-17
Azerbaijan,Mahmud Qurbanov,1,0.006,0.0,35.6,0.0002,0.0,2007-11-17
Bulgaria,Velizar Dimitrov,1,0.006,0.0,35.6,0.0002,0.0,2007-11-17
New Caledonia,Mael Kaudre,1,0.006,0.0,14.3,0.0004,0.0,2007-11-17
Czech Republic,Zdeněk Grygera,1,0.006,0.0,42.5,0.0001,0.0,2007-11-17
Madagascar,Hubert Robson,1,0.006,0.0,29.7,0.0002,0.0,2007-11-17
Paraguay,Néstor Ayala,1,0.006,0.0,39.1,0.0001,0.0,2007-11-17
New Caledonia,Ramon Gjamaci,1,0.006,0.0,14.3,0.0004,0.0,2007-11-17
Djibouti,Hussein Yassin,1,0.006,0.0,14.6,0.0004,0.0,2007-11-16
Taiwan,Chen Jui-te,3,0.006,0.0,19.4,0.0003,0.0,2003-11-29
Syria,Feras Esmaeel,1,0.006,0.0,38.4,0.0001,0.0,2007-11-09
Russia,Marat Izmailov,2,0.006,0.0,31.3,0.0002,0.0,2005-10-08
Senegal,Khalilou Fadiga,4,0.004,0.001,51.4,0.0001,0.0,2005-03-26
Greece,Vassilios Tsiartas,5,0.004,0.002,36.4,0.0001,0.0001,2004-10-09
Bermuda,Shannon Burgess,4,0.003,0.003,25.1,0.0001,0.0001,2004-06-20
India,Steven Dias,1,0.006,0.0,32.2,0.0002,0.0,2007-10-30
North Korea,Kim Kuk-jin,1,0.006,0.0,17.6,0.0003,0.0,2007-10-28
Maldives,Shamveel Qasim,1,0.006,0.0,23.1,0.0002,0.0,2007-10-28
United Arab Emirates,Ahmed Mohammed Al-Mahri,1,0.006,0.0,43.9,0.0001,0.0,2007-10-28
Tajikistan,Dilshod Vasiev,1,0.006,0.0,29.9,0.0002,0.0,2007-10-28
United Arab Emirates,Nawaf Mubarak,1,0.006,0.0,43.9,0.0001,0.0,2007-10-28
China,Zheng Bin,1,0.006,0.0,32.8,0.0002,0.0,2007-10-28
North Korea,Jon Kwang-ik,1,0.006,0.0,17.6,0.0003,0.0,2007-10-28
Oman,Hashim Saleh,1,0.006,0.0,47.1,0.0001,0.0,2007-10-28
Mongolia,Donorovyn Lkhümbengarav,1,0.006,0.0,13.8,0.0004,0.0,2007-10-28
Uzbekistan,Islom Inomov,1,0.006,0.0,42.5,0.0001,0.0,2007-10-28
China,Wu Wei'an,1,0.006,0.0,32.8,0.0002,0.0,2007-10-28
Tajikistan,Dzhomikhon Mukhiddinov,1,0.006,0.0,29.9,0.0002,0.0,2007-10-28
Hong Kong,Cheung Sai Ho,1,0.006,0.0,34.3,0.0002,0.0,2007-10-28
Uzbekistan,Ilhomjon Suyunov,1,0.006,0.0,42.5,0.0001,0.0,2007-10-28
China,Zhang Yaokun,1,0.0,0.006,32.8,0.0,0.0002,2007-10-28
Canada,Kevin McKenna,4,0.006,0.0,46.0,0.0001,0.0,2004-06-13
Syria,Firas Issmael,1,0.006,0.0,38.4,0.0001,0.0,2007-10-26
Afghanistan,Obaidullah Karimi,1,0.006,0.0,20.7,0.0003,0.0,2007-10-26
Syria,Aatef Jenyat,1,0.006,0.0,38.4,0.0001,0.0,2007-10-26
Japan,Akinori Nishizawa,8,0.006,0.0,46.4,0.0001,0.0,2001-05-31
Iraq,Jassim Mohammed Ghulam,1,0.006,0.0,51.5,0.0001,0.0,2007-10-22
Argentina,Claudio López,8,0.006,0.0,46.5,0.0001,0.0,2001-11-14
China,Du Zhenyu,1,0.006,0.0,32.8,0.0002,0.0,2007-10-21
China,Yang Lin,1,0.006,0.0,32.8,0.0002,0.0,2007-10-21
Malaysia,Mohd Bunyamin Omar,1,0.006,0.0,36.9,0.0002,0.0,2007-10-21
Mongolia,Odkhuu Selenge,1,0.006,0.0,13.8,0.0004,0.0,2007-10-21
Bahrain,Jesse John,1,0.006,0.0,46.7,0.0001,0.0,2007-10-21
Israel,Adoram Keisi,2,0.006,0.0,32.0,0.0002,0.0,2005-09-03
Kyrgyzstan,Cholponbek Esenkul Uulu,1,0.006,0.0,28.1,0.0002,0.0,2007-10-18
Kyrgyzstan,Aibek Bokoev,1,0.006,0.0,28.1,0.0002,0.0,2007-10-18
Norway,Bjørn Helge Riise,1,0.006,0.0,39.1,0.0001,0.0,2007-10-17
Cyprus,Stelios Okkarides,1,0.006,0.0,35.3,0.0002,0.0,2007-10-17
Malta,Terence Scerri,1,0.006,0.0,33.3,0.0002,0.0,2007-10-17
Czech Republic,Marek Matějovský,1,0.006,0.0,42.5,0.0001,0.0,2007-10-17
Azerbaijan,Samir Aliyev,1,0.006,0.0,35.6,0.0002,0.0,2007-10-17
Serbia,Milan Smiljanić,1,0.006,0.0,39.4,0.0001,0.0,2007-10-17
Denmark,Ulrik Laursen,1,0.006,0.0,41.0,0.0001,0.0,2007-10-17
Serbia,Duško Tošić,1,0.006,0.0,39.4,0.0001,0.0,2007-10-17
Georgia,Levan Mchedlidze,1,0.006,0.0,37.4,0.0001,0.0,2007-10-17
Portugal,Ariza Makukula,1,0.006,0.0,47.0,0.0001,0.0,2007-10-17
Republic of Ireland,Steve Finnan,1,0.006,0.0,37.6,0.0001,0.0,2007-10-17
Argentina,Gabriel Milito,1,0.006,0.0,46.5,0.0001,0.0,2007-10-16
Thailand,Suree Sukha,1,0.006,0.0,45.2,0.0001,0.0,2007-10-15
Comoros,Daoud Midtadi,1,0.006,0.0,38.9,0.0001,0.0,2007-10-14
Comoros,Bakar Ibor,1,0.0,0.006,38.9,0.0,0.0001,2007-10-14
Madagascar,Jean Tsaralaza,1,0.006,0.0,29.7,0.0002,0.0,2007-10-14
Germany,Jürgen Klinsmann,30,0.005,0.0,46.1,0.0001,0.0,1998-06-29
France,Hatem Ben Arfa,1,0.006,0.0,47.7,0.0001,0.0,2007-10-13
Hungary,Róbert Feczesin,1,0.006,0.0,38.7,0.0001,0.0,2007-10-13
Uzbekistan,Shavkat Salomov,1,0.006,0.0,42.5,0.0001,0.0,2007-10-13
Hungary,Dániel Tőzsér,1,0.006,0.0,38.7,0.0001,0.0,2007-10-13
Latvia,Oskars Kļava,1,0.006,0.0,34.6,0.0002,0.0,2007-10-13
Scotland,Lee McCulloch,1,0.006,0.0,41.1,0.0001,0.0,2007-10-13
France,Jérôme Rothen,1,0.006,0.0,47.7,0.0001,0.0,2007-10-13
Spain,Raúl Tamudo,1,0.006,0.0,47.3,0.0001,0.0,2007-10-13
Turkey,Ümit Karan,1,0.006,0.0,43.9,0.0001,0.0,2007-10-13
Japan,Hidetoshi Nakata,8,0.006,0.0,46.4,0.0001,0.0,2003-06-18
Republic of Ireland,Roy Keane,9,0.006,0.0,37.6,0.0001,0.0,2001-10-06
Yemen,Haitham Thabit,1,0.006,0.0,20.9,0.0003,0.0,2007-10-08
Thailand,Patiparn Phetphun,1,0.006,0.0,45.2,0.0001,0.0,2007-10-08
Bangladesh,Zumratul Hossain Mithu,1,0.006,0.0,30.1,0.0002,0.0,2007-10-08
Yemen,Fekri Al-Hubaishi,1,0.006,0.0,20.9,0.0003,0.0,2007-10-08
Yemen,Mohammed Salem,1,0.006,0.0,20.9,0.0003,0.0,2007-10-08
Oman,Hassan Mudhafar,1,0.0,0.006,47.1,0.0,0.0001,2007-10-08
Czech Republic,Karel Poborský,6,0.004,0.002,42.5,0.0001,0.0,2003-09-10
Iran,Sohrab Bakhtiarizadeh,3,0.006,0.0,42.0,0.0001,0.0,2006-06-21
Romania,Nicolae Mitea,2,0.006,0.0,38.6,0.0001,0.0,2005-03-30
Chad,Francis Oumar,3,0.006,0.0,18.6,0.0003,0.0,2003-10-12
Tunisia,Selim Benachour,2,0.005,0.0,52.8,0.0001,0.0,2006-01-26
Peru,Santiago Acasiete,2,0.005,0.0,40.0,0.0001,0.0,2005-10-12
Iceland,Ármann Björnsson,1,0.005,0.0,42.1,0.0001,0.0,2007-09-12
Wales,Freddy Eastwood,1,0.005,0.0,37.5,0.0001,0.0,2007-09-12
Turkey,Mehmet Aurélio,1,0.005,0.0,43.9,0.0001,0.0,2007-09-12
China,Li Xiaopeng,3,0.005,0.0,32.8,0.0002,0.0,2004-06-09
Ukraine,Oleh Shelayev,1,0.005,0.0,39.0,0.0001,0.0,2007-09-08
Slovakia,Maroš Klimpl,1,0.005,0.0,39.4,0.0001,0.0,2007-09-08
England,Micah Richards,1,0.005,0.0,47.5,0.0001,0.0,2007-09-08
Iceland,Emil Hallfreðsson,1,0.005,0.0,42.1,0.0001,0.0,2007-09-08
Russia,Dmitri Loskov,2,0.0,0.005,31.3,0.0,0.0002,2005-06-04
Albania,Altin Haxhi,2,0.005,0.0,37.6,0.0001,0.0,2007-06-02
Germany,Bernd Schneider,2,0.001,0.004,46.1,0.0,0.0001,2006-09-06
Denmark,Thomas Gravesen,4,0.005,0.0,41.0,0.0001,0.0,2003-06-11
Costa Rica,Steven Bryce,4,0.005,0.0,49.0,0.0001,0.0,2003-07-19
Australia,Tony Popovic,6,0.005,0.0,41.1,0.0001,0.0,2001-04-16
Spain,Albert Luque,2,0.005,0.0,47.3,0.0001,0.0,2005-06-04
Malawi,Emmanuel Chipatala,2,0.005,0.0,33.7,0.0002,0.0,2005-06-04
Jamaica,Theodore Whitmore,9,0.005,0.0,50.0,0.0001,0.0,2004-10-09
Uruguay,Darío Rodríguez,3,0.005,0.0,43.2,0.0001,0.0,2005-11-12
Zambia,Kalusha Bwalya,19,0.005,0.001,37.2,0.0001,0.0,2004-09-04
United States,Joe-Max Moore,9,0.004,0.002,57.9,0.0001,0.0,2001-10-07
Romania,Laurenţiu Roşu,3,0.005,0.0,38.6,0.0001,0.0,2006-09-02
Tunisia,Khaled Badra,6,0.003,0.003,52.8,0.0,0.0001,2004-02-11
Japan,Yuki Abe,1,0.005,0.0,46.4,0.0001,0.0,2007-07-25
Samoa,Junior Michael,3,0.003,0.002,8.8,0.0004,0.0002,2004-05-19
Australia,Paul Trimboli,11,0.005,0.0,41.1,0.0001,0.0,2002-07-10
Saudi Arabia,Abdullah Bin Shehan,5,0.005,0.0,59.9,0.0001,0.0,2001-10-21
Uzbekistan,Pavel Solomin,1,0.005,0.0,42.5,0.0001,0.0,2007-07-22
Canada,Jim Brennan,3,0.005,0.0,46.0,0.0001,0.0,2004-06-16
Australia,Aurelio Vidmar,10,0.005,0.0,41.1,0.0001,0.0,2001-04-16
Saudi Arabia,Abdulrahman Al-Qahtani,1,0.005,0.0,59.9,0.0001,0.0,2007-07-18
Tajikistan,Sukhrob Hamidov,5,0.004,0.001,29.9,0.0001,0.0,2003-11-26
Russia,Valery Karpin,10,0.003,0.002,31.3,0.0001,0.0001,2002-06-05
Australia,Michael Beauchamp,1,0.005,0.0,41.1,0.0001,0.0,2007-07-16
Trinidad and Tobago,Arnold Dwarika,9,0.004,0.001,43.4,0.0001,0.0,2000-05-07
Cuba,Alain Cervantes,2,0.005,0.0,29.0,0.0002,0.0,2005-07-12
China,Mao Jianqing,1,0.005,0.0,32.8,0.0002,0.0,2007-07-15
Vietnam,Phan Thanh Bình,1,0.005,0.0,36.3,0.0001,0.0,2007-07-12
Iran,Mohammad Nosrati,2,0.005,0.0,42.0,0.0001,0.0,2005-06-08
Iran,Javad Kazemian,1,0.005,0.0,42.0,0.0001,0.0,2007-07-11
South Korea,Choi Sung-kuk,1,0.005,0.0,47.9,0.0001,0.0,2007-07-11
Romania,Adrian Ilie,9,0.005,0.0,38.6,0.0001,0.0,2001-09-05
Malaysia,Indra Putra Mahayuddin,1,0.005,0.0,36.9,0.0001,0.0,2007-07-10
Bahrain,Sayed Mahmood Jalal,1,0.005,0.0,46.7,0.0001,0.0,2007-07-10
Ecuador,Marlon Ayoví,2,0.0,0.005,44.1,0.0,0.0001,2005-03-27
Israel,Shimon Gershon,2,0.0,0.005,32.0,0.0,0.0002,2006-09-06
Brazil,Josué Anunciado de Oliveira,1,0.005,0.0,45.1,0.0001,0.0,2007-07-07
Lithuania,Deividas Česnauskis,3,0.005,0.0,36.3,0.0001,0.0,2004-11-17
Cameroon,Geremi,2,0.003,0.002,40.1,0.0001,0.0,2006-01-29
Slovakia,Igor Demo,4,0.005,0.0,39.4,0.0001,0.0,2004-08-18
Paraguay,Édgar Barreto,1,0.005,0.0,39.1,0.0001,0.0,2007-07-02
Argentina,Diego Milito,1,0.005,0.0,46.5,0.0001,0.0,2007-07-02
Netherlands,Dennis Bergkamp,27,0.005,0.0,45.5,0.0001,0.0,1998-07-04
Venezuela,Alejandro Cichero,1,0.005,0.0,37.3,0.0001,0.0,2007-06-30
Chile,Carlos Villanueva,1,0.005,0.0,40.1,0.0001,0.0,2007-06-27
Cameroon,Marc-Vivien Foé,6,0.005,0.0,40.1,0.0001,0.0,2002-02-07
Peru,Miguel Villalta,1,0.005,0.0,40.0,0.0001,0.0,2007-06-26
United States,Benny Feilhaber,1,0.005,0.0,57.9,0.0001,0.0,2007-06-24
Saudi Arabia,Marzouk Al-Otaibi,8,0.005,0.0,59.9,0.0001,0.0,2001-02-08
Colombia,John Restrepo,2,0.005,0.0,45.0,0.0001,0.0,2005-06-04
Mali,Mohamed Sissoko,2,0.005,0.0,36.8,0.0001,0.0,2005-09-03
Guadeloupe,Richard Socrier,1,0.005,0.0,18.8,0.0003,0.0,2007-06-17
Venezuela,Gabriel Urdaneta,3,0.003,0.002,37.3,0.0001,0.0001,2004-10-14
Turkey,Tuncay Şanlı,3,0.005,0.0,43.9,0.0001,0.0,2003-06-28
Turkey,Okan Yılmaz,3,0.003,0.002,43.9,0.0001,0.0,2003-06-28
Haiti,Alexandre Boucicaut,1,0.005,0.0,35.3,0.0001,0.0,2007-06-09
Panama,Carlos Rivera,1,0.005,0.0,56.7,0.0001,0.0,2007-06-08
Trinidad and Tobago,Silvio Spann,1,0.005,0.0,43.4,0.0001,0.0,2007-06-07
El Salvador,Dennis Alas,1,0.005,0.0,44.1,0.0001,0.0,2007-06-07
El Salvador,Ramón Sánchez,1,0.005,0.0,44.1,0.0001,0.0,2007-06-07
Netherlands,Clarence Seedorf,9,0.005,0.0,45.5,0.0001,0.0,2002-10-16
Armenia,Hamlet Mkhitaryan,1,0.005,0.0,34.4,0.0001,0.0,2007-06-06
Guadeloupe,Cédrick Fiston,1,0.005,0.0,18.8,0.0003,0.0,2007-06-06
Liechtenstein,Raphael Rohrer,1,0.005,0.0,34.6,0.0001,0.0,2007-06-02
Israel,Barak Yitzhaki,1,0.005,0.0,32.0,0.0002,0.0,2007-06-02
Norway,Kristofer Hæstad,1,0.005,0.0,39.1,0.0001,0.0,2007-06-02
Turkey,Sabri Sarıoğlu,1,0.005,0.0,43.9,0.0001,0.0,2007-06-02
Azerbaijan,Branimir Subašić,1,0.005,0.0,35.6,0.0001,0.0,2007-06-02
Greece,Giourkas Seitaridis,1,0.005,0.0,36.4,0.0001,0.0,2007-06-02
Romania,Bănel Nicoliţă,1,0.005,0.0,38.6,0.0001,0.0,2007-06-02
Bosnia and Herzegovina,Adnan Ćustović,1,0.005,0.0,38.1,0.0001,0.0,2007-06-02
United States,John O'Brien,3,0.005,0.0,57.9,0.0001,0.0,2005-07-21
Colombia,Frankie Oviedo,3,0.005,0.0,45.0,0.0001,0.0,2004-06-02
Zambia,Mumamba Numba,2,0.005,0.0,37.2,0.0001,0.0,2005-10-01
South Africa,Steven Pienaar,2,0.005,0.0,49.4,0.0001,0.0,2005-03-26
Bolivia,Luis Cristaldo,4,0.005,0.0,40.6,0.0001,0.0,2004-09-05
Iran,Yahya Golmohammadi,2,0.005,0.0,42.0,0.0001,0.0,2006-06-11
Iran,Arash Borhani,2,0.005,0.0,42.0,0.0001,0.0,2004-11-17
United States,Cobi Jones,6,0.005,0.0,57.9,0.0001,0.0,2004-09-08
Egypt,Mohamed Barakat,4,0.005,0.0,51.2,0.0001,0.0,2004-01-25
Portugal,Petit,2,0.005,0.0,47.0,0.0001,0.0,2004-10-13
Turkey,Ümit Davala,4,0.005,0.0,43.9,0.0001,0.0,2002-10-16
Barbados,Jerry Alexander,7,0.005,0.0,23.6,0.0002,0.0,2000-05-07
Bulgaria,Hristo Stoichkov,28,0.003,0.002,35.6,0.0001,0.0001,1999-03-31
Austria,Toni Polster,29,0.004,0.001,41.4,0.0001,0.0,1998-06-11
El Salvador,Jorge Rodríguez,5,0.002,0.003,44.1,0.0,0.0001,2004-08-18
Azerbaijan,Emin Imamaliev,1,0.005,0.0,35.6,0.0001,0.0,2007-03-28
Norway,Martin Andresen,1,0.005,0.0,39.1,0.0001,0.0,2007-03-28
Norway,Simen Brenne,1,0.005,0.0,39.1,0.0001,0.0,2007-03-28
England,David Nugent,1,0.005,0.0,47.5,0.0001,0.0,2007-03-28
Ukraine,Oleksiy Byelik,2,0.005,0.0,39.0,0.0001,0.0,2004-10-13
Estonia,Ingemar Teever,2,0.005,0.0,39.9,0.0001,0.0,2004-10-13
Bulgaria,Hristo Yanev,2,0.005,0.0,35.6,0.0001,0.0,2004-10-13
Guinea,Fodé Mansaré,2,0.005,0.0,34.4,0.0001,0.0,2004-10-10
Scotland,Craig Beattie,1,0.005,0.0,41.1,0.0001,0.0,2007-03-24
Ukraine,Volodymyr Yezerskiy,1,0.005,0.0,39.0,0.0001,0.0,2007-03-24
Poland,Przemysław Kaźmierczak,1,0.005,0.0,40.6,0.0001,0.0,2007-03-24
Luxembourg,Chris Sagramola,1,0.005,0.0,34.0,0.0001,0.0,2007-03-24
Kazakhstan,Nurbol Zhumaskaliyev,1,0.005,0.0,35.6,0.0001,0.0,2007-03-24
Poland,Dariusz Dudka,1,0.005,0.0,40.6,0.0001,0.0,2007-03-24
Poland,Jacek Bąk,1,0.005,0.0,40.6,0.0001,0.0,2007-03-24
Kazakhstan,Kairat Ashirbekov,1,0.005,0.0,35.6,0.0001,0.0,2007-03-24
Poland,Wojciech Łobodziński,1,0.005,0.0,40.6,0.0001,0.0,2007-03-24
Norway,Sigurd Rushfeldt,2,0.005,0.0,39.1,0.0001,0.0,2005-10-08
Chile,Sebastián González,2,0.005,0.0,40.1,0.0001,0.0,2004-11-17
Iraq,Salih Sadir,2,0.005,0.0,51.5,0.0001,0.0,2004-09-08
North Korea,An Yong-hak,2,0.005,0.0,17.6,0.0003,0.0,2004-09-08
Romania,Florin Cernat,2,0.005,0.0,38.6,0.0001,0.0,2004-09-08
Austria,Roland Kollmann,2,0.005,0.0,41.4,0.0001,0.0,2004-09-08
Serbia,Nenad Jestrović,2,0.005,0.0,39.4,0.0001,0.0,2004-09-04
Saint Vincent and the Grenadines,Renson Haynes,2,0.005,0.0,27.3,0.0002,0.0,2004-11-17
Uzbekistan,Nikolay Shirshov,6,0.005,0.0,42.5,0.0001,0.0,2001-10-19
Armenia,Albert Sarkisyan,3,0.002,0.003,34.4,0.0,0.0001,2003-06-07
Poland,Tomasz Kłos,2,0.005,0.0,40.6,0.0001,0.0,2005-06-04
Scotland,Billy Dodds,7,0.004,0.001,41.1,0.0001,0.0,2001-03-28
Jordan,Essam Abu Touk,5,0.003,0.002,54.5,0.0001,0.0,2001-05-07
Gabon,Thierry Issiémou,2,0.005,0.0,31.5,0.0001,0.0,2004-10-09
Yemen,Adel Al-Salimi,5,0.004,0.001,20.9,0.0002,0.0,2001-05-18
Congo,Michel Bouanga,2,0.005,0.0,18.2,0.0003,0.0,2004-10-10
Netherlands,Wilfred Bouma,2,0.005,0.0,45.5,0.0001,0.0,2004-10-09
Qatar,Wesam Rizik,2,0.002,0.002,54.5,0.0,0.0,2004-09-08
Republic of Ireland,Damien Duff,3,0.005,0.0,37.6,0.0001,0.0,2003-09-06
Belarus,Valentin Belkevich,3,0.005,0.0,36.2,0.0001,0.0,2005-06-04
Senegal,Souleymane Camara,2,0.005,0.0,51.4,0.0001,0.0,2006-01-31
Australia,Clayton Zane,6,0.005,0.0,41.1,0.0001,0.0,2001-06-01
San Marino,Manuel Marani,1,0.005,0.0,34.2,0.0001,0.0,2007-02-07
Finland,Joonas Kolkka,6,0.005,0.0,38.2,0.0001,0.0,2003-06-07
Republic of Ireland,Gary Doherty,3,0.005,0.0,37.6,0.0001,0.0,2003-06-11
Japan,Koji Nakata,2,0.005,0.0,46.4,0.0001,0.0,2004-08-07
Netherlands,Frank de Boer,8,0.004,0.001,45.5,0.0001,0.0,2003-11-19
Uzbekistan,Leonid Koshelev,2,0.005,0.0,42.5,0.0001,0.0,2004-11-17
Fiji,Shailemdra Lal,5,0.005,0.0,23.2,0.0002,0.0,2001-04-07
Hungary,Pál Dárdai,2,0.005,0.0,38.7,0.0001,0.0,2006-09-06
South Korea,Hwang Sun-hong,17,0.005,0.0,47.9,0.0001,0.0,2002-06-04
Saint Lucia,Earl Jean,5,0.005,0.0,18.3,0.0003,0.0,2004-03-28
Malawi,Heston Munthali,2,0.005,0.0,33.7,0.0001,0.0,2004-09-04
Uruguay,Fabián Estoyanoff,2,0.005,0.0,43.2,0.0001,0.0,2004-07-24
Greece,Demis Nikolaidis,8,0.005,0.0,36.4,0.0001,0.0,2002-10-16
El Salvador,Víctor Velásquez,2,0.005,0.0,44.1,0.0001,0.0,2004-08-18
Croatia,Josip Šimunić,2,0.005,0.0,45.5,0.0001,0.0,2005-03-26
Chile,Milovan Mirosevic,2,0.005,0.0,40.1,0.0001,0.0,2005-03-26
Albania,Edvin Murati,3,0.005,0.0,37.6,0.0001,0.0,2004-09-04
Singapore,Indra Sahdan Daud,2,0.005,0.0,36.1,0.0001,0.0,2004-10-13
Bahrain,Duaij Naser Abdulla,2,0.005,0.0,46.7,0.0001,0.0,2004-08-03
Norway,Claus Lundekvam,2,0.005,0.0,39.1,0.0001,0.0,2005-09-03
Uzbekistan,Vladimir Shishelov,2,0.005,0.0,42.5,0.0001,0.0,2004-07-30
Azerbaijan,Farrukh Ismayilov,3,0.005,0.0,35.6,0.0001,0.0,2003-09-06
Peru,Andrés Mendoza,3,0.005,0.0,40.0,0.0001,0.0,2003-09-09
Colombia,Sergio Herrera,2,0.002,0.002,45.0,0.0,0.0001,2004-07-24
Benin,Mouritala Ogunbiyi,2,0.004,0.0,33.0,0.0001,0.0,2004-07-04
Oman,Amad Ali,2,0.004,0.0,47.1,0.0001,0.0,2004-09-08
Palestine,Taysir Amer,2,0.004,0.0,32.9,0.0001,0.0,2004-10-14
Syria,Yousef Sheikh Al-Eshreh,2,0.004,0.0,38.4,0.0001,0.0,2004-10-13
Hong Kong,Chu Siu Kei,2,0.004,0.0,34.3,0.0001,0.0,2004-10-13
Ecuador,Franklin Salas,2,0.004,0.0,44.1,0.0001,0.0,2004-07-10
Togo,Yao Junior Sènaya,2,0.004,0.0,27.6,0.0002,0.0,2004-06-20
Saint Kitts and Nevis,Calum Willock,2,0.004,0.0,26.8,0.0002,0.0,2004-06-19
Uruguay,Richard Morales,4,0.004,0.0,43.2,0.0001,0.0,2002-06-11
Bahrain,Mohamed Husain,3,0.004,0.0,46.7,0.0001,0.0,2004-11-17
United States,Eric Wynalda,19,0.003,0.001,57.9,0.0001,0.0,2000-02-12
Nicaragua,Emilio Palacios,2,0.004,0.0,32.7,0.0001,0.0,2004-06-20
Paraguay,José Luis Chilavert,8,0.002,0.002,39.1,0.0001,0.0001,2001-10-07
Czech Republic,Patrik Berger,14,0.003,0.002,42.5,0.0001,0.0,1999-09-08
Oman,Khalifa Ayil,2,0.004,0.0,47.1,0.0001,0.0,2004-06-09
North Korea,Kim Yong-su,2,0.004,0.0,17.6,0.0003,0.0,2004-06-09
