fighter,division,elo,rank_elo,overall_rating,style,grappler_index,striker_index,SLpM,str_def,td_per15,td_def,ctrl_sec_per_round,sub_att_per15,finish_rate,gets_finished_rate,head_share,ground_strike_per15,ground_ctrl_share,distance_strike_diff15,finish_threat15,head_absorbed_per15,kd_absorbed_per15,age,stance,n_fights
David Zawada,Welterweight,1538.9,1538.9,51.8,grappler,0.676,0.55,3.94,0.555,1.09,0.571,39.9,1.17,0.2,0.2,0.596,2.95,0.133,-3.2,1.34,42.89,0.239,35.9,Orthodox,5
Trey Waters,Welterweight,1533.9,1533.9,49.6,striker,0.348,0.838,5.15,0.551,0.91,0.9,32.4,0.49,0.0,0.333,0.732,2.98,0.108,7.1,0.59,40.76,0.142,31.3,Orthodox,3
Bassil Hafez,Welterweight,1530.1,1530.1,47.5,wrestler,0.615,0.515,3.73,0.418,1.76,0.5,51.9,0.25,0.0,0.333,0.728,3.6,0.173,-8.32,0.44,37.61,0.318,32.8,Orthodox,3
Song Kenan,Welterweight,1527.4,1527.4,47.8,striker,0.237,0.888,4.29,0.511,0.68,0.735,19.7,0.12,0.273,0.273,0.641,3.49,0.066,-15.53,0.66,37.54,0.357,34.7,Orthodox,11
Warlley Alves,Welterweight,1527.4,1527.4,49.7,grappler,0.767,0.574,3.18,0.507,1.26,0.63,55.7,0.77,0.375,0.25,0.57,3.38,0.185,-5.6,0.93,33.25,0.191,33.4,Orthodox,16
Alex Morono,Welterweight,1525.0,1525.0,48.6,striker,0.229,0.826,4.74,0.554,0.47,0.478,20.9,0.33,0.167,0.125,0.775,3.19,0.07,1.87,0.58,33.77,0.258,35.5,Orthodox,24
Bryan Barberena,Welterweight,1524.3,1524.3,48.3,striker,0.236,0.944,5.07,0.442,0.36,0.5,27.0,0.3,0.263,0.263,0.689,5.82,0.09,4.94,0.66,39.65,0.317,34.9,Southpaw,19
Nikolay Veretennikov,Welterweight,1523.4,1523.4,44.9,balanced,0.352,0.586,3.16,0.44,0.8,0.667,32.0,0.51,0.167,0.333,0.555,3.07,0.107,0.05,0.56,35.03,0.238,36.5,Orthodox,6
Matthew Semelsberger,Welterweight,1517.8,1517.8,47.3,striker,0.486,0.817,3.77,0.541,1.12,0.457,46.9,0.39,0.182,0.182,0.644,5.88,0.156,-4.76,1.26,36.52,0.163,32.0,Switch,11
Jordan Mein,Welterweight,1515.7,1515.7,48.7,wrestler,0.797,0.584,3.26,0.653,2.01,0.727,63.3,0.36,0.222,0.222,0.654,6.75,0.211,5.4,0.73,21.7,0.193,28.8,Orthodox,9
Oban Elliott,Welterweight,1514.4,1514.4,47.5,balanced,0.516,0.638,3.79,0.608,1.07,0.524,64.1,0.23,0.2,0.2,0.652,7.18,0.214,9.33,0.44,26.32,0.23,28.5,Orthodox,5
Gleison Tibau,Welterweight,1513.5,1513.5,47.8,grappler,1.0,0.36,2.18,0.635,3.75,0.921,87.6,0.78,0.179,0.179,0.76,5.36,0.292,-6.36,0.84,20.91,0.195,34.7,Southpaw,28
Alex Oliveira,Welterweight,1512.8,1512.8,47.3,wrestler,0.833,0.615,3.16,0.467,2.18,0.638,80.2,0.56,0.318,0.318,0.575,6.61,0.267,3.86,0.84,22.48,0.245,38.3,Orthodox,22
Peter Sobotta,Welterweight,1508.6,1508.6,45.1,balanced,0.602,0.537,2.6,0.589,1.5,0.778,76.9,0.49,0.2,0.2,0.606,4.58,0.256,-3.54,0.91,22.11,0.345,33.5,Southpaw,10
Tim Means,Welterweight,1508.3,1508.3,47.6,striker,0.383,0.984,4.89,0.602,1.17,0.648,38.9,0.19,0.267,0.267,0.611,6.23,0.13,8.73,0.65,32.82,0.237,40.6,Orthodox,30
Danny Roberts,Welterweight,1504.0,1504.0,42.7,balanced,0.305,0.605,3.31,0.51,0.5,0.575,42.1,0.28,0.286,0.429,0.589,6.14,0.14,-4.22,0.57,33.5,0.712,36.0,Southpaw,14
Alexander Yakovlev,Welterweight,1503.1,1503.1,43.1,balanced,0.469,0.528,2.36,0.585,1.59,0.722,45.1,0.24,0.222,0.222,0.536,4.38,0.15,-1.52,0.53,23.88,0.193,36.3,Southpaw,9
Jared Gooden,Welterweight,1501.5,1501.5,46.0,striker,0.386,0.801,4.28,0.453,1.03,0.65,30.6,0.42,0.286,0.0,0.592,3.48,0.102,-10.5,0.58,52.63,0.09,32.5,Orthodox,7
AJ Fletcher,Welterweight,1499.7,1499.7,44.5,balanced,0.542,0.595,3.69,0.457,1.27,0.333,57.5,0.75,0.25,0.25,0.663,3.95,0.192,-2.27,0.81,37.47,0.124,29.3,Switch,4
Emil Meek,Welterweight,1497.8,1497.8,43.5,grappler,0.643,0.467,3.14,0.387,0.84,0.475,46.9,0.72,0.0,0.0,0.65,8.4,0.156,0.1,0.88,28.41,0.278,31.5,Switch,4
Impa Kasanganay,Welterweight,1495.3,1495.3,43.1,striker,0.364,0.728,4.07,0.593,1.21,0.667,37.0,0.47,0.25,0.5,0.701,2.77,0.123,1.78,0.57,32.35,0.528,27.7,Orthodox,4
Wellington Turman,Welterweight,1495.0,1495.0,42.6,balanced,0.559,0.581,3.49,0.452,1.46,0.429,72.0,0.7,0.111,0.333,0.599,3.88,0.24,-2.01,0.71,37.67,0.175,29.9,Orthodox,9
Niko Price,Welterweight,1493.2,1493.2,44.5,balanced,0.435,0.776,4.94,0.483,1.09,0.5,39.6,0.6,0.286,0.429,0.615,6.81,0.132,-4.12,0.85,45.59,0.347,36.7,Orthodox,21
Albert Duraev,Welterweight,1493.0,1493.0,42.5,wrestler,0.669,0.498,3.46,0.595,1.62,0.667,63.0,0.37,0.0,0.5,0.625,8.92,0.21,-4.25,0.53,30.14,0.753,34.5,Orthodox,4
Mounir Lazzez,Welterweight,1490.4,1490.4,44.5,balanced,0.558,0.782,5.62,0.535,1.61,0.714,49.9,0.22,0.0,0.5,0.619,3.9,0.166,11.35,0.38,32.91,0.341,35.2,Orthodox,4
Francisco Prado,Welterweight,1489.1,1489.1,43.8,balanced,0.431,0.614,3.83,0.542,0.95,0.4,49.2,0.66,0.167,0.0,0.552,6.46,0.164,-5.27,0.85,38.56,0.1,24.0,Orthodox,6
Preston Parsons,Welterweight,1488.5,1488.5,44.3,grappler,0.95,0.557,3.63,0.549,2.65,0.714,76.0,1.56,0.0,0.333,0.631,8.26,0.253,-2.62,1.59,32.33,0.251,29.5,Orthodox,6
Kevin Jousset,Welterweight,1487.3,1487.3,44.8,striker,0.38,0.872,5.34,0.51,0.97,1.0,34.9,0.43,0.25,0.25,0.59,2.45,0.116,1.25,0.52,50.16,0.291,33.1,Orthodox,4
Dwight Grant,Welterweight,1485.1,1485.1,41.4,balanced,0.4,0.571,3.34,0.61,0.91,0.655,21.5,0.15,0.125,0.25,0.642,5.01,0.072,5.12,0.57,22.64,0.628,37.8,Switch,8
Andre Fialho,Welterweight,1483.3,1483.3,39.7,balanced,0.396,0.621,3.46,0.458,0.67,0.667,23.6,0.16,0.286,0.571,0.673,2.65,0.079,-17.11,0.53,39.08,0.621,29.5,Orthodox,7
Miguel Baeza,Welterweight,1481.2,1481.2,43.8,grappler,0.614,0.659,4.08,0.493,0.73,0.444,26.4,1.45,0.429,0.286,0.496,3.93,0.088,3.41,1.69,49.47,0.329,33.8,Orthodox,7
Ange Loosa,Welterweight,1475.0,1475.0,43.9,wrestler,0.741,0.665,4.91,0.525,2.26,0.778,63.5,0.18,0.0,0.167,0.609,8.25,0.212,-13.26,0.41,51.12,0.228,32.2,Orthodox,6
Omar Morales,Welterweight,1472.5,1472.5,39.2,balanced,0.455,0.539,3.38,0.589,0.83,0.625,36.3,0.16,0.0,0.286,0.644,3.42,0.121,-0.23,0.38,22.03,0.413,37.4,Orthodox,7
Pawel Pawlak,Welterweight,1471.6,1471.6,39.0,balanced,0.433,0.474,2.86,0.539,1.24,0.7,38.7,0.25,0.0,0.0,0.57,4.02,0.129,-2.03,0.44,24.04,0.318,26.4,Orthodox,3
Ricky Glenn,Welterweight,1470.6,1470.6,39.7,balanced,0.393,0.629,3.86,0.512,0.86,0.694,52.8,0.4,0.091,0.182,0.62,11.41,0.176,-8.49,0.68,41.04,0.311,37.2,Southpaw,11
Takashi Sato,Welterweight,1468.4,1468.4,36.8,balanced,0.365,0.565,2.77,0.441,1.0,0.609,27.2,0.16,0.286,0.429,0.723,6.85,0.091,-7.18,0.53,26.61,0.366,32.9,Southpaw,7
Seth Baczynski,Welterweight,1467.6,1467.6,39.1,balanced,0.446,0.526,3.26,0.514,1.04,0.484,54.0,0.66,0.273,0.273,0.657,4.92,0.18,0.05,0.87,22.1,0.369,33.5,Orthodox,11
Alessio Di Chirico,Welterweight,1464.9,1464.9,39.0,balanced,0.417,0.604,3.44,0.615,1.45,0.833,33.4,0.12,0.182,0.273,0.667,2.83,0.111,-1.73,0.46,24.34,0.336,32.7,Orthodox,11
Leo Kuntz,Welterweight,1464.8,1464.8,37.2,grappler,0.685,0.442,3.06,0.459,1.61,0.333,59.2,0.51,0.0,0.5,0.662,4.1,0.197,-4.67,0.71,34.78,0.404,32.2,Orthodox,2
Dhiego Lima,Welterweight,1462.9,1462.9,37.3,balanced,0.466,0.562,3.29,0.582,1.3,0.735,40.3,0.58,0.091,0.455,0.637,6.93,0.134,-4.06,0.78,33.0,0.656,32.4,Orthodox,11
Darian Weeks,Welterweight,1460.4,1460.4,40.5,wrestler,0.63,0.602,4.07,0.52,1.67,1.0,51.6,0.25,0.0,0.0,0.562,3.6,0.172,-1.75,0.44,32.61,0.175,28.8,Orthodox,3
Mickey Gall,Welterweight,1460.4,1460.4,40.7,grappler,0.711,0.562,3.56,0.496,1.21,0.375,44.7,1.31,0.385,0.231,0.752,5.34,0.149,-5.0,1.37,39.97,0.531,32.8,Switch,13
Augusto Montano,Welterweight,1458.7,1458.7,37.6,balanced,0.254,0.609,3.63,0.567,0.81,0.667,34.1,0.25,0.333,0.333,0.51,3.9,0.114,2.13,0.44,28.18,0.175,31.9,Orthodox,3
Christian Aguilera,Welterweight,1455.7,1455.7,34.5,balanced,0.247,0.538,3.23,0.488,0.81,0.6,32.2,0.25,0.333,0.667,0.618,3.17,0.107,-3.1,0.44,22.72,0.175,29.5,Switch,3
Josh Quinlan,Welterweight,1452.4,1452.4,36.5,striker,0.227,0.731,3.7,0.537,0.8,0.667,29.7,0.26,0.25,0.25,0.572,2.75,0.099,-18.92,0.51,47.67,0.274,33.4,Orthodox,4
Billy Ray Goff,Welterweight,1446.4,1446.4,39.3,striker,0.336,0.915,5.37,0.591,1.0,0.5,57.3,0.3,0.333,0.333,0.569,3.32,0.191,9.15,0.67,46.85,0.142,28.0,Switch,3
Pete Rodriguez,Welterweight,1439.9,1439.9,35.3,striker,0.192,0.946,6.12,0.43,0.81,1.0,30.9,0.25,0.333,0.667,0.583,4.45,0.103,-5.89,0.87,40.61,1.032,27.2,Switch,3
Gilbert Urbina,Welterweight,1435.1,1435.1,36.1,grappler,0.774,0.748,4.66,0.446,2.14,0.0,54.6,0.58,0.25,0.75,0.622,10.77,0.182,-2.65,1.13,27.79,0.903,29.3,Orthodox,4
Adam Fugitt,Welterweight,1431.0,1431.0,33.3,balanced,0.391,0.667,4.43,0.514,1.55,0.5,39.2,0.18,0.167,0.667,0.507,3.2,0.131,-2.54,0.31,42.07,0.941,37.0,Southpaw,6
Sasha Palatnikov,Welterweight,1422.9,1422.9,34.7,striker,0.478,0.887,5.19,0.523,1.02,0.706,48.7,0.3,0.333,0.667,0.688,6.66,0.162,5.17,0.41,39.23,0.356,37.3,Switch,3
Orion Cosce,Welterweight,1421.6,1421.6,31.0,wrestler,0.807,0.493,3.16,0.414,1.71,0.333,89.8,0.3,0.0,0.667,0.631,5.01,0.299,-9.62,0.41,37.08,0.509,31.9,Switch,3
Dominic Waters,Welterweight,1420.8,1420.8,31.3,wrestler,0.869,0.334,2.35,0.396,2.56,0.286,78.6,0.25,0.0,0.333,0.713,3.53,0.262,-2.83,0.44,25.98,0.175,27.1,Orthodox,3
Zelim Imadaev,Welterweight,1416.6,1416.6,29.3,balanced,0.507,0.534,3.57,0.438,0.88,0.6,50.3,0.3,0.0,0.667,0.623,2.8,0.168,-6.72,0.41,31.94,0.303,31.4,Orthodox,3
Antonio Arroyo,Welterweight,1416.6,1416.6,30.7,balanced,0.508,0.59,3.1,0.544,0.96,0.448,45.6,0.25,0.0,0.333,0.604,4.6,0.152,1.97,0.44,21.47,0.318,32.2,Orthodox,3
Mike Jackson,Welterweight,1416.1,1416.1,32.0,striker,0.455,0.801,4.28,0.62,0.98,0.889,64.8,0.26,0.0,0.5,0.724,6.95,0.216,3.58,0.36,30.07,0.874,41.2,Orthodox,4
Blood Diamond,Welterweight,1409.5,1409.5,28.5,striker,0.212,0.753,3.66,0.49,0.71,0.737,36.4,0.3,0.0,0.333,0.545,2.8,0.121,3.97,0.41,31.21,0.142,37.9,Switch,3
Yohan Lainesse,Welterweight,1407.1,1407.1,27.0,balanced,0.418,0.549,2.97,0.589,1.21,0.727,33.7,0.47,0.0,0.75,0.523,3.41,0.112,-6.76,0.81,24.82,0.153,31.4,Orthodox,4
Aalon Cruz,Welterweight,1406.1,1406.1,22.7,balanced,0.274,0.375,2.72,0.293,0.95,0.0,36.2,0.29,0.0,1.0,0.759,3.7,0.121,-3.37,0.51,50.38,0.704,31.5,Switch,2
Hayder Hassan,Welterweight,1396.6,1396.6,23.2,balanced,0.264,0.564,3.21,0.481,0.95,0.25,33.6,0.29,0.0,1.0,0.647,3.7,0.112,0.13,0.51,24.72,0.204,33.2,nan,2
Jordan Wright,Welterweight,1391.6,1391.6,28.6,wrestler,0.69,0.691,3.99,0.32,1.87,1.0,44.7,0.43,0.286,0.571,0.592,6.18,0.149,-3.92,0.8,36.08,0.632,31.4,Orthodox,7
Kiefer Crosbie,Welterweight,1389.2,1389.2,23.4,striker,0.203,0.801,4.24,0.467,0.71,0.4,34.0,0.3,0.0,1.0,0.573,2.8,0.113,5.38,0.41,42.23,0.142,36.2,Switch,3
Amanda Nunes,Women's Bantamweight,1742.9,1742.9,83.0,balanced,0.771,0.777,3.88,0.593,2.22,0.812,86.1,0.59,0.556,0.111,0.664,14.46,0.286,12.87,1.02,23.23,0.018,38.1,Orthodox,18
Norma Dumont,Women's Bantamweight,1671.2,1671.2,69.8,balanced,0.617,0.614,3.75,0.643,1.39,0.719,71.5,0.1,0.0,0.083,0.601,3.88,0.236,13.82,0.24,21.17,0.15,35.7,Orthodox,12
Ketlen Vieira,Women's Bantamweight,1669.8,1669.8,68.1,balanced,0.678,0.472,2.88,0.505,1.31,0.9,89.8,0.5,0.067,0.067,0.729,3.27,0.297,-6.53,0.51,25.56,0.072,34.8,Orthodox,15
Luana Santos,Women's Bantamweight,1661.5,1661.5,71.5,wrestler,0.913,0.518,3.11,0.64,1.8,0.857,114.8,0.88,0.429,0.0,0.592,2.68,0.371,3.98,0.87,28.74,0.04,26.2,Orthodox,7
Raquel Pennington,Women's Bantamweight,1661.3,1661.3,68.5,striker,0.475,0.738,3.96,0.611,0.9,0.625,68.2,0.57,0.158,0.053,0.582,5.29,0.226,3.08,0.62,28.65,0.017,37.8,Orthodox,19
Germaine de Randamie,Women's Bantamweight,1656.6,1656.6,65.8,balanced,0.231,0.587,2.9,0.647,0.26,0.661,33.3,0.37,0.4,0.1,0.514,2.46,0.111,1.52,0.52,21.44,0.048,42.2,Orthodox,10
Ailin Perez,Women's Bantamweight,1653.5,1653.5,68.2,wrestler,0.954,0.528,3.1,0.565,3.55,0.727,110.0,0.25,0.143,0.143,0.594,11.62,0.364,3.44,0.38,18.05,0.036,31.7,Switch,7
Joselyne Edwards,Women's Bantamweight,1647.6,1647.6,67.7,balanced,0.54,0.684,4.2,0.5,1.25,0.62,60.4,0.5,0.308,0.0,0.435,5.26,0.2,18.45,0.58,24.22,0.091,30.7,Orthodox,13
Irene Aldana,Women's Bantamweight,1636.0,1636.0,65.8,striker,0.312,0.831,4.73,0.563,0.4,0.778,20.9,0.26,0.286,0.0,0.676,4.78,0.068,-16.94,0.43,52.81,0.078,38.2,Orthodox,14
Kayla Harrison,Women's Bantamweight,1728.9,1635.9,82.7,wrestler,0.852,0.563,3.69,0.66,1.85,1.0,110.1,0.6,0.667,0.0,0.649,16.66,0.362,3.12,0.62,21.38,0.057,36.0,Southpaw,3
Julianna Pena,Women's Bantamweight,1630.2,1630.2,64.0,balanced,0.693,0.556,3.26,0.572,1.5,0.241,75.3,0.66,0.333,0.25,0.742,9.77,0.251,-1.39,0.65,27.18,0.315,36.8,Orthodox,12
Yana Santos,Women's Bantamweight,1626.9,1626.9,62.3,striker,0.557,0.779,4.06,0.528,0.89,0.516,81.6,0.17,0.0,0.25,0.402,3.96,0.27,8.06,0.25,28.76,0.166,36.6,Orthodox,12
Julianna Peña,Women's Bantamweight,1626.5,1626.5,63.4,balanced,0.71,0.586,3.13,0.572,1.56,0.241,79.4,0.65,0.333,0.25,0.63,6.1,0.18,0.0,0.75,29.7,0.27,36.8,Orthodox,12
Michelle Montague,Women's Bantamweight,1626.3,1626.3,63.4,wrestler,0.889,0.502,3.28,0.417,2.04,0.0,117.6,0.27,0.0,0.0,0.702,12.17,0.386,-4.98,0.3,27.44,0.066,32.6,Southpaw,2
Felicia Spencer,Women's Bantamweight,1606.7,1606.7,61.0,balanced,0.5,0.591,3.42,0.454,1.07,0.273,75.5,0.27,0.5,0.0,0.655,9.08,0.252,-18.62,0.29,38.87,0.067,35.6,Orthodox,6
Holly Holm,Women's Bantamweight,1606.2,1606.2,58.3,balanced,0.49,0.537,3.05,0.55,0.92,0.763,68.3,0.12,0.125,0.188,0.495,3.47,0.226,5.84,0.22,23.33,0.064,44.7,Southpaw,16
Jacqueline Cavalcanti,Women's Bantamweight,1606.0,1606.0,60.0,striker,0.175,0.777,4.6,0.686,0.53,0.857,33.0,0.16,0.0,0.0,0.535,2.4,0.107,21.31,0.18,25.47,0.04,28.8,Orthodox,6
Megan Anderson,Women's Bantamweight,1601.3,1601.3,56.1,balanced,0.375,0.547,2.55,0.37,0.67,0.538,38.5,0.46,0.5,0.333,0.658,4.47,0.128,-4.22,0.62,27.95,0.067,36.4,Orthodox,6
Bia Mesquita,Women's Bantamweight,1591.5,1591.5,66.5,grappler,0.995,0.555,3.57,0.806,2.04,0.0,97.9,1.09,1.0,0.0,0.715,19.34,0.301,1.52,0.97,21.44,0.066,35.2,Orthodox,3
Melissa Croden,Women's Bantamweight,1587.5,1587.5,59.9,balanced,0.642,0.63,3.83,0.594,1.61,0.667,72.4,0.37,0.333,0.0,0.645,8.86,0.237,7.88,0.54,25.95,0.057,35.2,nan,3
Karol Rosa,Women's Bantamweight,1567.3,1567.3,57.5,balanced,0.641,0.762,5.33,0.497,1.2,0.704,83.5,0.22,0.0,0.0,0.589,7.75,0.276,9.26,0.36,37.23,0.087,31.5,Orthodox,13
Lauren Murphy,Women's Bantamweight,1563.2,1563.2,54.2,balanced,0.443,0.58,3.78,0.568,1.12,0.673,55.3,0.24,0.2,0.067,0.715,6.9,0.183,-18.2,0.31,44.93,0.021,42.9,Orthodox,15
Sara McMann,Women's Bantamweight,1554.4,1554.4,51.8,wrestler,0.951,0.439,2.48,0.441,2.71,0.25,128.3,0.46,0.231,0.385,0.635,10.65,0.427,-3.38,0.51,24.58,0.203,45.7,Orthodox,13
Aspen Ladd,Women's Bantamweight,1552.4,1552.4,54.0,balanced,0.647,0.645,3.76,0.47,1.32,0.625,76.9,0.51,0.429,0.143,0.715,12.84,0.256,-13.31,0.58,33.38,0.167,31.3,Orthodox,7
Macy Chiasson,Women's Bantamweight,1548.2,1548.2,51.8,balanced,0.648,0.585,3.03,0.449,1.6,0.625,87.5,0.36,0.357,0.143,0.559,8.4,0.29,0.56,0.51,24.31,0.091,34.9,Orthodox,14
Nora Cornolle,Women's Bantamweight,1545.2,1545.2,49.8,balanced,0.347,0.581,2.9,0.562,0.65,0.476,49.2,0.28,0.333,0.167,0.477,2.64,0.161,2.43,0.42,22.71,0.04,36.5,Orthodox,6
Luana Carolina,Women's Bantamweight,1538.7,1538.7,50.0,striker,0.451,0.78,4.09,0.521,0.61,0.653,54.1,0.5,0.1,0.2,0.551,4.93,0.178,9.09,0.59,28.81,0.105,33.0,Orthodox,10
Miesha Tate,Women's Bantamweight,1529.9,1529.9,48.4,balanced,0.614,0.532,2.97,0.52,1.3,0.587,83.7,0.72,0.214,0.214,0.634,7.43,0.277,-2.26,0.79,30.68,0.075,39.8,Orthodox,14
Alexis Davis,Women's Bantamweight,1525.4,1525.4,49.4,striker,0.614,0.732,4.07,0.551,0.97,0.273,83.3,0.66,0.071,0.143,0.528,7.19,0.277,-5.1,0.65,42.05,0.037,41.7,Orthodox,14
Mayra Bueno Silva,Women's Bantamweight,1514.0,1514.0,46.6,balanced,0.44,0.575,3.31,0.516,0.63,0.633,44.2,0.96,0.286,0.071,0.507,3.2,0.146,-8.91,0.97,37.28,0.022,34.8,Orthodox,14
Daria Zhelezniakova,Women's Bantamweight,1510.5,1510.5,45.4,striker,0.413,0.683,3.79,0.641,0.81,0.5,37.8,0.2,0.0,0.25,0.639,3.15,0.122,9.04,0.22,33.03,0.05,30.4,Orthodox,4
Josiane Nunes,Women's Bantamweight,1509.8,1509.8,45.9,striker,0.155,0.863,4.88,0.519,0.36,0.583,30.8,0.15,0.167,0.167,0.645,3.38,0.103,-6.44,0.56,47.05,0.196,32.5,Southpaw,6
Klaudia Sygula,Women's Bantamweight,1551.2,1509.7,51.8,striker,0.27,0.838,5.25,0.562,0.69,0.4,42.2,0.22,0.0,0.333,0.658,3.65,0.141,9.88,0.25,44.27,0.096,27.5,Orthodox,3
Bea Malecki,Women's Bantamweight,1510.0,1509.7,49.0,grappler,0.517,0.633,5.07,0.621,0.51,0.786,50.9,0.69,0.333,0.333,0.624,5.96,0.17,-7.63,0.68,48.94,0.31,34.8,Orthodox,3
Chelsea Chandler,Women's Bantamweight,1508.4,1508.4,46.1,balanced,0.618,0.56,3.42,0.403,1.02,0.286,75.5,0.16,0.333,0.167,0.653,7.82,0.247,-8.06,0.2,31.2,0.196,35.6,Southpaw,6
Pannie Kianzad,Women's Bantamweight,1503.5,1503.5,44.8,striker,0.337,0.782,4.58,0.514,0.54,0.656,43.0,0.18,0.0,0.182,0.676,2.51,0.143,5.05,0.19,39.12,0.265,34.5,Orthodox,11
Julia Avila,Women's Bantamweight,1501.9,1501.9,44.5,balanced,0.487,0.524,2.91,0.555,0.86,0.526,57.7,0.27,0.333,0.167,0.593,3.41,0.189,-0.5,0.4,33.19,0.04,38.1,Orthodox,6
Marion Reneau,Women's Bantamweight,1500.2,1500.2,45.7,balanced,0.508,0.549,3.33,0.599,0.68,0.5,38.5,0.69,0.308,0.077,0.657,6.47,0.128,-5.77,0.68,26.87,0.103,49.0,Orthodox,13
Bethe Correia,Women's Bantamweight,1497.8,1497.8,43.3,striker,0.263,0.744,4.21,0.56,0.52,0.857,40.6,0.09,0.083,0.25,0.584,1.66,0.135,-2.62,0.11,43.75,0.178,43.0,Orthodox,12
Stephanie Egger,Women's Bantamweight,1490.3,1490.3,44.2,grappler,0.791,0.46,2.76,0.521,1.9,0.5,66.3,0.49,0.429,0.286,0.648,6.42,0.221,-9.42,0.45,21.63,0.061,37.9,Orthodox,7
Melissa Mullins,Women's Bantamweight,1482.8,1482.8,41.9,balanced,0.664,0.585,3.41,0.529,1.58,0.857,96.1,0.18,0.2,0.4,0.709,8.7,0.308,-7.16,0.22,32.13,0.35,34.9,Orthodox,5
Lina Lansberg,Women's Bantamweight,1479.7,1479.7,38.8,balanced,0.479,0.572,2.97,0.441,0.62,0.474,70.6,0.18,0.0,0.273,0.551,5.95,0.235,-10.2,0.34,32.82,0.045,44.3,Orthodox,11
Montse Rendon,Women's Bantamweight,1476.6,1476.6,40.2,balanced,0.59,0.444,3.16,0.573,1.56,0.857,71.8,0.35,0.0,0.25,0.642,4.95,0.235,-3.71,0.37,30.03,0.05,37.3,Orthodox,4
Vanessa Melo,Women's Bantamweight,1466.6,1466.6,38.2,striker,0.156,0.623,3.61,0.592,0.45,0.714,28.6,0.19,0.0,0.0,0.654,3.03,0.095,-16.62,0.22,46.88,0.084,38.2,Orthodox,4
Tainara Lisboa,Women's Bantamweight,1465.8,1465.8,37.1,balanced,0.543,0.486,2.75,0.456,1.48,0.533,66.9,0.34,0.25,0.5,0.601,3.28,0.219,-4.81,0.36,31.01,0.186,35.3,Orthodox,4
Priscila Cachoeira,Women's Bantamweight,1459.5,1459.5,37.0,balanced,0.31,0.675,3.79,0.458,0.47,0.696,20.4,0.09,0.286,0.429,0.711,3.37,0.069,-14.57,0.36,67.46,0.278,37.8,Orthodox,14
Tamires Vidal,Women's Bantamweight,1442.6,1442.6,33.5,balanced,0.298,0.614,3.33,0.495,0.45,0.357,43.5,0.53,0.25,0.5,0.486,2.78,0.145,-9.27,0.67,34.98,0.084,27.9,Orthodox,4
Jessica-Rose Clark,Women's Bantamweight,1437.8,1437.8,36.4,balanced,0.668,0.611,3.73,0.582,1.43,0.625,90.8,0.31,0.111,0.333,0.646,7.58,0.303,-5.63,0.31,34.85,0.052,38.6,Orthodox,9
Sarah Moras,Women's Bantamweight,1437.3,1437.3,34.4,balanced,0.439,0.451,2.73,0.505,0.74,0.333,51.6,0.67,0.222,0.111,0.666,8.37,0.172,-10.25,0.65,38.29,0.225,38.1,Orthodox,9
Wu Yanan,Women's Bantamweight,1423.1,1423.1,33.6,striker,0.374,0.704,4.03,0.499,0.73,0.632,50.4,0.27,0.167,0.167,0.553,3.18,0.168,-5.37,0.29,43.7,0.067,30.2,Orthodox,6
Irina Alekseeva,Women's Bantamweight,1421.0,1421.0,31.8,balanced,0.379,0.529,3.27,0.455,0.82,0.5,44.3,0.37,0.25,0.25,0.552,3.34,0.144,-2.86,0.56,40.0,0.05,36.0,Orthodox,4
Ashlee Evans-Smith,Women's Bantamweight,1410.4,1410.4,31.0,striker,0.308,0.679,3.94,0.539,0.93,0.5,41.3,0.12,0.111,0.222,0.545,5.23,0.138,-8.43,0.13,40.27,0.142,38.9,Orthodox,9
Ramona Pascual,Women's Bantamweight,1406.5,1406.5,29.4,balanced,0.41,0.619,3.8,0.462,1.29,1.0,50.2,0.22,0.0,0.333,0.522,3.72,0.167,-31.42,0.25,41.68,0.647,37.7,Southpaw,3
Hailey Cowan,Women's Bantamweight,1401.6,1401.6,28.1,wrestler,0.808,0.473,3.21,0.38,1.67,1.0,90.5,0.23,0.0,0.667,0.595,4.53,0.297,-1.1,0.26,29.09,0.241,34.4,Southpaw,3
Valentina Shevchenko,Women's Flyweight,1828.4,1828.4,90.0,wrestler,0.903,0.576,3.12,0.635,2.37,0.764,86.8,0.3,0.316,0.053,0.656,8.02,0.289,9.85,0.39,13.72,0.048,38.3,Southpaw,19
Erin Blanchfield,Women's Flyweight,1810.8,1810.8,92.8,grappler,0.86,0.59,4.65,0.588,1.73,0.783,95.7,0.68,0.444,0.0,0.69,10.46,0.319,2.17,0.72,37.93,0.026,27.1,Orthodox,9
Natalia Silva,Women's Flyweight,1802.5,1802.5,88.5,striker,0.295,0.815,4.37,0.663,0.76,0.903,33.2,0.13,0.25,0.0,0.602,3.69,0.111,24.35,0.36,21.32,0.028,29.4,Southpaw,8
Manon Fiorot,Women's Flyweight,1785.5,1785.5,88.3,striker,0.367,0.846,4.95,0.669,1.15,0.875,47.4,0.12,0.333,0.0,0.651,4.53,0.158,17.78,0.24,27.7,0.103,36.3,Orthodox,9
Alexa Grasso,Women's Flyweight,1718.0,1718.0,75.9,striker,0.363,0.733,4.0,0.587,0.62,0.548,35.9,0.59,0.2,0.067,0.626,2.96,0.12,3.59,0.73,36.79,0.018,32.9,Orthodox,15
