fighter,date,event,opponent,result,method,round,decision_type,weightclass,score_margin,division_code
Darren Till,2021-09-04,UFC Fight Night: Brunson vs. Till,Derek Brunson,L,Submission,3,,Middleweight Bout,,mw
Derek Brunson,2021-09-04,UFC Fight Night: Brunson vs. Till,Darren Till,W,Submission,3,,Middleweight Bout,,mw
Paddy Pimblett,2021-09-04,UFC Fight Night: Brunson vs. Till,Luigi Vendramini,W,KO/TKO,1,,,,lw
Alex Morono,2021-09-04,UFC Fight Night: Brunson vs. Till,David Zawada,W,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Erin Blanchfield,2021-09-18,,Sarah Alpar,W,Decision - Unanimous,3,Decision,,,wflw
JP Buys,2021-09-18,UFC Fight Night: Smith vs. Spann,Montel Jackson,L,Decision,3,Unanimous,,,bw
Montel Jackson,2021-09-18,UFC Fight Night: Smith vs. Spann,JP Buys,W,Decision,3,Unanimous,,,bw
Raquel Pennington,2021-09-18,UFC Fight Night: Smith vs. Spann,Pannie Kianzad,W,DEC,3,Unanimous,,,wbw
Hannah Goldy,2021-09-18,UFC Fight Night: Smith vs. Spann,Emily Whitmire,W,SUB,1,,,,wsw
Ryan Spann,2021-09-18,,Anthony Smith,L,Submission,1,,,,lhw
Arman Tsarukyan,2021-09-18,UFC Fight Night: Smith vs. Spann,Christos Giagos,W,KO/TKO,1,,Lightweight Bout,,ww
Tafon Nchukwi,2021-09-18,,Mike Rodriguez,W,Decision,3,Unanimous,,,lhw
Devin Clark,2021-09-18,,Ion Cutelaba,L,Decision,3,Unanimous,,,lhw
Antonio Arroyo,2021-09-18,UFC Fight Night: Smith vs. Spann,Joaquin Buckley,L,KO/TKO,3,,Middleweight Bout,,ww
Ion Cutelaba,2021-09-18,UFC Fight Night: Smith vs. Spann,Devin Clark,W,Decision - Unanimous,3,Unanimous,Light Heavyweight Bout,,mw
Impa Kasanganay,2021-09-18,UFC Fight Night: Smith vs. Spann,Carlston Harris,L,KO/TKO,1,,Welterweight Bout,,ww
Joaquin Buckley,2021-09-18,UFC Fight Night: Smith vs. Spann,Antonio Arroyo,W,KO/TKO,3,,Middleweight Bout,,ww
Nate Maness,2021-09-18,UFC Fight Night: Smith vs. Spann,Tony Gravely,W,KO/TKO,2,,,,flw
Anthony Smith,2021-09-18,UFC Fight Night: Smith vs. Spann,Ryan Spann,W,Submission,1,,Light Heavyweight Bout,,mw
Alexander Volkanovski,2021-09-25,UFC 266: Volkanovski vs. Ortega,Brian Ortega,W,Decision - Unanimous,5,Unanimous,UFC Featherweight Title Bout,,ww
Matthew Semelsberger,2021-09-25,UFC 266: Volkanovski vs. Ortega,Martin Sano,W,KO/TKO,1,,Welterweight Bout,,ww
Lauren Murphy,2021-09-25,UFC 266: Volkanovski vs. Ortega,Valentina Shevchenko,L,KO/TKO,4,,,,wbw
Omar Morales,2021-09-25,UFC 266: Volkanovski vs. Ortega,Jonathan Pearce,L,Submission,2,,Featherweight Bout,,ww
Jalin Turner,2021-09-25,UFC 266: Volkanovski vs. Ortega,Uros Medic,W,Submission,1,,Lightweight Bout,,ww
Chris Daukaus,2021-09-25,,Shamil Abdurakhimov,W,KO/TKO,2,,,,lhw
Merab Dvalishvili,2021-09-25,UFC 266: Volkanovski vs. Ortega,Marlon Moraes,W,KO/TKO,2,,,,bw
Curtis Blaydes,2021-09-25,UFC 266: Volkanovski vs. Ortega,Jairzinho Rozenstruik,W,Decision - Unanimous,3,Unanimous,Heavyweight Bout,,hw
Brian Ortega,2021-09-25,,Alexander Volkanovski,L,Decision - Unanimous,5,Unanimous,,,fw
Valentina Shevchenko,2021-09-25,UFC 266: Volkanovski vs. Ortega,Lauren Murphy,W,KO/TKO,4,,,,wsw
Uros Medic,2021-09-25,UFC 266: Volkanovski vs. Ortega,Jalin Turner,L,Submission,1,,Lightweight Bout,,ww
Jéssica Andrade,2021-09-25,UFC 266: Volkanovski vs. Ortega,Cynthia Calvillo,W,KO/TKO,1,,,,wsw
Cody Brundage,2021-09-25,UFC 266: Volkanovski vs. Ortega,Nick Maximov,L,Decision - Unanimous,3,Unanimous,Middleweight Bout,,mw
Dan Hooker,2021-09-25,UFC 266: Volkanovski vs. Ortega,Nasrat Haqparast,W,Decision - Unanimous,3,Unanimous,Lightweight Bout,,ww
Karol Rosa,2021-10-02,UFC Fight Night: Santos vs. Walker,Bethe Correia,W,DEC,3,Unanimous,,,wbw
Kevin Holland,2021-10-02,UFC Fight Night: Santos vs. Walker,Kyle Daukaus,NC,Overturned,1,,Middleweight Bout,,mw
Krzysztof Jotko,2021-10-02,UFC Fight Night: Santos vs. Walker,Misha Cirkunov,W,Decision - Split,3,Split,Middleweight Bout,,mw
Misha Cirkunov,2021-10-02,,Krzysztof Jotko,L,Decision,3,Split,,,lhw
Thiago Santos,2021-10-02,,Johnny Walker,W,Decision,5,Unanimous,,,lhw
Kyle Daukaus,2021-10-02,UFC Fight Night: Santos vs. Walker,Kevin Holland,NC,Overturned,1,,Middleweight Bout,,mw
Casey O'Neill,2021-10-02,,Antonina Shevchenko,W,KO/TKO,2,,,,wflw
Johnny Walker,2021-10-02,,Thiago Santos,L,Decision,5,Unanimous,,,lhw
Loopy Godinez,2021-10-09,UFC Fight Night: Dern vs. Rodriguez,Silvana Gomez Juarez,W,SUB,1,,,,wsw
Marina Rodriguez,2021-10-09,UFC Fight Night: Dern vs. Rodriguez,Mackenzie Dern,W,DEC,5,Unanimous,,,wsw
Mackenzie Dern,2021-10-09,UFC Fight Night: Dern vs. Rodriguez,Marina Rodriguez,L,DEC,5,Unanimous,,,wsw
Tim Elliott,2021-10-09,UFC Fight Night: Dern vs. Rodriguez,Matheus Nicolau,L,Decision - Unanimous,3,Unanimous,,,flw
Randy Brown,2021-10-09,UFC Fight Night: Dern vs. Rodriguez,Jared Gooden,W,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Chris Gutierrez,2021-10-09,UFC Fight Night: Dern vs. Rodriguez,Felipe Colares,W,Decision,3,Split,,,bw
Steve Garcia,2021-10-09,,Charlie Ontiveros,W,KO/TKO,2,,,,fw
Matheus Nicolau,2021-10-09,UFC Fight Night: Dern vs. Rodriguez,Tim Elliott,W,Decision - Unanimous,3,Unanimous,,,flw
Bruno Silva,2021-10-16,UFC Fight Night: Ladd vs. Dumont,Andrew Sanchez,W,KO/TKO,3,,Middleweight Bout,,mw
Danny Roberts,2021-10-16,UFC Fight Night: Ladd vs. Dumont,Ramazan Emeev,W,Decision - Split,3,Split,Welterweight Bout,,ww
Manon Fiorot,2021-10-16,,Mayra Bueno Silva,W,Decision - Unanimous,3,Decision,,,wflw
Ramazan Emeev,2021-10-16,UFC Fight Night: Ladd vs. Dumont,Danny Roberts,L,Decision - Split,3,Split,Welterweight Bout,,ww
Norma Dumont,2021-10-16,UFC Fight Night: Ladd vs. Dumont,Aspen Ladd,W,DEC,5,Unanimous,,,wbw
Mayra Bueno Silva,2021-10-16,UFC Fight Night: Ladd vs. Dumont,Manon Fiorot,L,DEC,3,Unanimous,,,wbw
Loopy Godinez,2021-10-16,UFC Fight Night: Ladd vs. Dumont,Luana Carolina,L,DEC,3,Unanimous,,,wsw
Andrew Sanchez,2021-10-16,,Bruno Silva,L,KO/TKO,3,,,,lhw
Luana Carolina,2021-10-16,UFC Fight Night: Ladd vs. Dumont,Loopy Godinez,W,DEC,3,Unanimous,,,wbw
David Onama,2021-10-23,,Mason Jones,L,Decision - Unanimous,3,Unanimous,,,fw
Daniel Lacerda,2021-10-23,UFC Fight Night: Costa vs. Vettori,Jeff Molina,L,KO/TKO,2,,,,flw
Dwight Grant,2021-10-23,UFC Fight Night: Costa vs. Vettori,Francisco Trinaldo,L,Decision - Split,3,Split,Welterweight Bout,,ww
JunYong Park,2021-10-23,UFC Fight Night: Costa vs. Vettori,Gregory Rodrigues,L,KO/TKO,2,,Middleweight Bout,,mw
Gregory Rodrigues,2021-10-23,UFC Fight Night: Costa vs. Vettori,JunYong Park,W,KO/TKO,2,,Middleweight Bout,,mw
Jonathan Martinez,2021-10-23,UFC Fight Night: Costa vs. Vettori,Zviad Lazishvili,W,Decision,3,Unanimous,,,bw
Marvin Vettori,2021-10-23,UFC Fight Night: Costa vs. Vettori,Paulo Costa,W,Decision - Unanimous,5,Unanimous,Light Heavyweight Bout,,mw
Nicolae Negumereanu,2021-10-23,,Ike Villanueva,W,KO/TKO,1,,,,lhw
Tabatha Ricci,2021-10-23,UFC Fight Night: Costa vs. Vettori,Maria Oliveira,W,DEC,3,Unanimous,,,wsw
Joselyne Edwards,2021-10-23,UFC Fight Night: Costa vs. Vettori,Jessica-Rose Clark,L,DEC,3,Unanimous,,,wbw
Laureano Staropoli,2021-10-23,UFC Fight Night: Costa vs. Vettori,Jamie Pickett,L,Decision - Unanimous,3,Unanimous,Middleweight Bout,,mw
Jamie Pickett,2021-10-23,UFC Fight Night: Costa vs. Vettori,Laureano Staropoli,W,Decision - Unanimous,3,Unanimous,Middleweight Bout,,mw
Paulo Costa,2021-10-23,UFC Fight Night: Costa vs. Vettori,Marvin Vettori,L,Decision - Unanimous,5,Unanimous,Light Heavyweight Bout,,mw
Tagir Ulanbekov,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Allan Nascimento,W,Decision - Split,3,Split,,,flw
Marcin Tybura,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Alexander Volkov,L,Decision - Unanimous,3,Unanimous,Heavyweight Bout,,hw
Albert Duraev,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Roman Kopylov,W,Decision - Unanimous,3,Unanimous,Middleweight Bout,,ww
Roman Kopylov,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Albert Duraev,L,Decision - Unanimous,3,Unanimous,Middleweight Bout,,mw
Elizeu Zaleski dos Santos,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Benoit Saint Denis,W,Decision - Unanimous,3,Unanimous,Welterweight Bout,,mw
Alexander Volkov,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Marcin Tybura,W,Decision - Unanimous,3,Unanimous,Heavyweight Bout,,hw
Jan Błachowicz,2021-10-30,,Glover Teixeira,L,Submission,2,,,,lhw
Khamzat Chimaev,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Li Jingliang,W,Submission,1,,Welterweight Bout,,ww
Jan Blachowicz,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Glover Teixeira,L,Submission,2,,UFC Light Heavyweight Title Bout,,mw
Islam Makhachev,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Dan Hooker,W,Submission,1,,Lightweight Bout,,ww
Glover Teixeira,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Jan Blachowicz,W,Submission,2,,UFC Light Heavyweight Title Bout,,mw
Dan Hooker,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Islam Makhachev,L,Submission,1,,Lightweight Bout,,ww
Li Jingliang,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Khamzat Chimaev,L,Submission,1,,Welterweight Bout,,ww
Magomed Ankalaev,2021-10-30,,Volkan Oezdemir,W,Decision,3,Unanimous,,,lhw
Michal Oleksiejczuk,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Shamil Gamzatov,W,KO/TKO,1,,Light Heavyweight Bout,,mw
Cory Sandhagen,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Petr Yan,L,Decision,5,Unanimous,,,bw
Lerone Murphy,2021-10-30,,Makwan Amirkhani,W,KO/TKO,2,,,,fw
Allan Nascimento,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Tagir Ulanbekov,L,Decision - Split,3,Split,,,flw
Volkan Oezdemir,2021-10-30,,Magomed Ankalaev,L,Decision,3,Unanimous,,,lhw
Benoît Saint Denis,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Elizeu Zaleski dos Santos,L,Decision - Unanimous,3,Unanimous,,,lw
Petr Yan,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Cory Sandhagen,W,Decision,5,Unanimous,,,bw
Virna Jandiroba,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Amanda Ribas,L,DEC,3,Unanimous,,,wsw
Amanda Ribas,2021-10-30,UFC 267: Blachowicz vs. Teixeira,Virna Jandiroba,W,DEC,3,Unanimous,,,wsw
Zhang Weili,2021-11-06,UFC 268: Usman vs. Covington 2,Rose Namajunas,L,DEC,5,Split,,,wsw
CJ Vergara,2021-11-06,UFC 268: Usman vs. Covington 2,Ode Osbourne,L,Decision - Unanimous,3,Unanimous,,,flw
Ian Machado Garry,2021-11-06,UFC 268: Usman vs. Covington 2,Jordan Williams,W,KO/TKO,1,,Welterweight Bout,,ww
Alex Pereira,2021-11-06,UFC 268: Usman vs. Covington 2,Andreas Michailidis,W,KO/TKO,2,,Middleweight Bout,,mw
Phil Hawes,2021-11-06,UFC 268: Usman vs. Covington 2,Chris Curtis,L,KO/TKO,1,,Middleweight Bout,,mw
Edmen Shahbazyan,2021-11-06,UFC 268: Usman vs. Covington 2,Nassourdine Imavov,L,KO/TKO,2,,Middleweight Bout,,mw
Jordan Williams,2021-11-06,UFC 268: Usman vs. Covington 2,Ian Machado Garry,L,KO/TKO,1,,Welterweight Bout,,ww
King Green,2021-11-06,UFC 268: Usman vs. Covington 2,Al Iaquinta,W,KO/TKO,1,,Lightweight Bout,,ww
Marlon Vera,2021-11-06,UFC 268: Usman vs. Covington 2,Frankie Edgar,W,KO/TKO,3,,,,bw
John Allan,2021-11-06,UFC 268: Usman vs. Covington 2,Dustin Jacoby,L,Decision - Unanimous,3,Unanimous,Light Heavyweight Bout,,mw
Colby Covington,2021-11-06,UFC 268: Usman vs. Covington 2,Kamaru Usman,L,Decision - Unanimous,5,Unanimous,UFC Welterweight Title Bout,,ww
Andreas Michailidis,2021-11-06,,Alex Pereira,L,KO/TKO,2,,,,lhw
Rose Namajunas,2021-11-06,,Zhang Weili,W,Decision - Split,5,Decision,,,wflw
Chris Curtis,2021-11-06,UFC 268: Usman vs. Covington 2,Phil Hawes,W,KO/TKO,1,,Middleweight Bout,,ww
Justin Gaethje,2021-11-06,UFC 268: Usman vs. Covington 2,Michael Chandler,W,Decision - Unanimous,3,Unanimous,,,lw
Kamaru Usman,2021-11-06,UFC 268: Usman vs. Covington 2,Colby Covington,W,Decision - Unanimous,5,Unanimous,UFC Welterweight Title Bout,,mw
Ode Osbourne,2021-11-06,UFC 268: Usman vs. Covington 2,CJ Vergara,W,Decision - Unanimous,3,Unanimous,,,flw
Nassourdine Imavov,2021-11-06,UFC 268: Usman vs. Covington 2,Edmen Shahbazyan,W,KO/TKO,2,,Middleweight Bout,,ww
Dustin Jacoby,2021-11-06,,John Allan,W,Decision,3,Unanimous,,,lhw
Song Yadong,2021-11-13,UFC Fight Night: Holloway vs. Rodriguez,Julio Arce,W,KO/TKO,2,,,,bw
Kennedy Nzechukwu,2021-11-13,,Da Woon Jung,L,KO/TKO,1,,,,lhw
Thiago Moises,2021-11-13,UFC Fight Night: Holloway vs. Rodriguez,Joel Alvarez,L,KO/TKO,1,,Lightweight Bout,,ww
Khaos Williams,2021-11-13,UFC Fight Night: Holloway vs. Rodriguez,Miguel Baeza,W,KO/TKO,3,,Welterweight Bout,,ww
Max Holloway,2021-11-13,UFC Fight Night: Holloway vs. Rodriguez,Yair Rodriguez,W,Decision - Unanimous,5,Unanimous,,,lw
Joel Alvarez,2021-11-13,UFC Fight Night: Holloway vs. Rodriguez,Thiago Moises,W,KO/TKO,1,,Lightweight Bout,,ww
Marcos Rogerio de Lima,2021-11-13,,Ben Rothwell,W,KO/TKO,1,,,,lhw
Yair Rodriguez,2021-11-13,,Max Holloway,L,Decision - Unanimous,5,Unanimous,,,fw
Da Woon Jung,2021-11-13,,Kennedy Nzechukwu,W,KO/TKO,1,,,,lhw
Sean Brady,2021-11-20,UFC Fight Night: Vieira vs. Tate,Michael Chiesa,W,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Aoriqileng,2021-11-20,UFC Fight Night: Vieira vs. Tate,Cody Durden,L,Decision,3,Unanimous,,,bw
Loma Lookboonmee,2021-11-20,UFC Fight Night: Vieira vs. Tate,Loopy Godinez,L,DEC,3,Unanimous,,,wsw
Luana Pinheiro,2021-11-20,UFC Fight Night: Vieira vs. Tate,Sam Hughes,W,DEC,3,Unanimous,,,wsw
Ketlen Vieira,2021-11-20,UFC Fight Night: Vieira vs. Tate,Miesha Tate,W,DEC,5,Unanimous,,,wbw
Loopy Godinez,2021-11-20,UFC Fight Night: Vieira vs. Tate,Loma Lookboonmee,W,DEC,3,Unanimous,,,wsw
Miesha Tate,2021-11-20,UFC Fight Night: Vieira vs. Tate,Ketlen Vieira,L,DEC,5,Unanimous,,,wbw
Michael Chiesa,2021-11-20,UFC Fight Night: Vieira vs. Tate,Sean Brady,L,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Cody Durden,2021-11-20,UFC Fight Night: Vieira vs. Tate,Aoriqileng,W,Decision - Unanimous,3,Unanimous,,,flw
Darian Weeks,2021-12-04,UFC Fight Night: Font vs. Aldo,Bryan Barberena,L,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Alonzo Menifield,2021-12-04,,William Knight,L,Decision,3,Unanimous,,,lhw
Manel Kape,2021-12-04,UFC Fight Night: Font vs. Aldo,Zhalgas Zhumagulov,W,KO/TKO,1,,,,flw
Rafael Fiziev,2021-12-04,UFC Fight Night: Font vs. Aldo,Brad Riddell,W,KO/TKO,3,,,,lw
Louis Smolka,2021-12-04,UFC Fight Night: Font vs. Aldo,Vince Morales,L,KO/TKO,1,,,,flw
Brendan Allen,2021-12-04,UFC Fight Night: Font vs. Aldo,Chris Curtis,L,KO/TKO,2,,Middleweight Bout,,mw
William Knight,2021-12-04,,Alonzo Menifield,W,Decision,3,Unanimous,,,lhw
Vince Morales,2021-12-04,UFC Fight Night: Font vs. Aldo,Louis Smolka,W,KO/TKO,1,,,,bw
Bryan Barberena,2021-12-04,UFC Fight Night: Font vs. Aldo,Darian Weeks,W,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Mickey Gall,2021-12-04,UFC Fight Night: Font vs. Aldo,Alex Morono,L,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Jose Aldo,2021-12-04,UFC Fight Night: Font vs. Aldo,Rob Font,W,Decision,5,Unanimous,,,bw
Rob Font,2021-12-04,UFC Fight Night: Font vs. Aldo,Jose Aldo,L,Decision,5,Unanimous,,,bw
Chris Curtis,2021-12-04,UFC Fight Night: Font vs. Aldo,Brendan Allen,W,KO/TKO,2,,Middleweight Bout,,ww
Dusko Todorovic,2021-12-04,UFC Fight Night: Font vs. Aldo,Maki Pitolo,W,KO/TKO,1,,Middleweight Bout,,mw
Jamahal Hill,2021-12-04,,Jimmy Crute,W,KO/TKO,1,,,,lhw
Jimmy Crute,2021-12-04,,Jamahal Hill,L,KO/TKO,1,,,,lhw
Alex Morono,2021-12-04,UFC Fight Night: Font vs. Aldo,Mickey Gall,W,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Zhalgas Zhumagulov,2021-12-04,UFC Fight Night: Font vs. Aldo,Manel Kape,L,KO/TKO,1,,,,flw
Cody Garbrandt,2021-12-11,UFC 269: Oliveira vs. Poirier,Kai Kara-France,L,KO/TKO,1,,,,bw
Erin Blanchfield,2021-12-11,,Miranda Maverick,W,Decision - Unanimous,3,Decision,,,wflw
Kai Kara-France,2021-12-11,UFC 269: Oliveira vs. Poirier,Cody Garbrandt,W,KO/TKO,1,,,,flw
Sean O'Malley,2021-12-11,UFC 269: Oliveira vs. Poirier,Raulian Paiva,W,KO/TKO,1,,,,bw
Geoff Neal,2021-12-11,UFC 269: Oliveira vs. Poirier,Santiago Ponzinibbio,W,Decision - Split,3,Split,Welterweight Bout,,ww
Amanda Nunes,2021-12-11,UFC 269: Oliveira vs. Poirier,Julianna Pena,L,SUB,2,,,,wbw
Priscila Cachoeira,2021-12-11,UFC 269: Oliveira vs. Poirier,Gillian Robertson,L,SUB,1,,,,wbw
Julianna Peña,2021-12-11,UFC 269: Oliveira vs. Poirier,Amanda Nunes,W,SUB,2,,,,wbw
Miranda Maverick,2021-12-11,,Erin Blanchfield,L,Decision - Unanimous,3,Decision,,,wflw
Santiago Ponzinibbio,2021-12-11,UFC 269: Oliveira vs. Poirier,Geoff Neal,L,Decision - Split,3,Split,Welterweight Bout,,mw
Pedro Munhoz,2021-12-11,UFC 269: Oliveira vs. Poirier,Dominick Cruz,L,Decision,3,Unanimous,,,bw
Dustin Poirier,2021-12-11,UFC 269: Oliveira vs. Poirier,Charles Oliveira,L,Submission,3,,UFC Lightweight Title Bout,,ww
Bruno Silva,2021-12-11,UFC 269: Oliveira vs. Poirier,Jordan Wright,W,KO/TKO,1,,Middleweight Bout,,mw
Eryk Anders,2021-12-11,UFC 269: Oliveira vs. Poirier,Andre Muniz,L,Submission,1,,Middleweight Bout,,mw
Andre Muniz,2021-12-11,UFC 269: Oliveira vs. Poirier,Eryk Anders,W,Submission,1,,Middleweight Bout,,mw
Charles Oliveira,2021-12-11,UFC 269: Oliveira vs. Poirier,Dustin Poirier,W,Submission,3,,UFC Lightweight Title Bout,,ww
Gillian Robertson,2021-12-11,UFC 269: Oliveira vs. Poirier,Priscila Cachoeira,W,SUB,1,,,,wsw
Jordan Wright,2021-12-11,UFC 269: Oliveira vs. Poirier,Bruno Silva,L,KO/TKO,1,,Middleweight Bout,,ww
Josh Emmett,2021-12-11,,Dan Ige,W,Decision - Unanimous,3,Unanimous,,,fw
Raquel Pennington,2021-12-18,UFC Fight Night: Lewis vs. Daukaus,Macy Chiasson,W,SUB,2,,,,wbw
Mateusz Gamrot,2021-12-18,UFC Fight Night: Lewis vs. Daukaus,Diego Ferreira,W,KO/TKO,2,,,,lw
Ricky Simon,2021-12-18,UFC Fight Night: Lewis vs. Daukaus,Raphael Assuncao,W,KO/TKO,2,,,,bw
Angela Hill,2021-12-18,UFC Fight Night: Lewis vs. Daukaus,Amanda Lemos,L,DEC,3,Split,,,wsw
Amanda Lemos,2021-12-18,UFC Fight Night: Lewis vs. Daukaus,Angela Hill,W,DEC,3,Split,,,wsw
Derrick Lewis,2021-12-18,UFC Fight Night: Lewis vs. Daukaus,Chris Daukaus,W,KO/TKO,1,,Heavyweight Bout,,hw
Chris Daukaus,2021-12-18,,Derrick Lewis,L,KO/TKO,1,,,,lhw
Stephen Thompson,2021-12-18,UFC Fight Night: Lewis vs. Daukaus,Belal Muhammad,L,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Gerald Meerschaert,2021-12-18,UFC Fight Night: Lewis vs. Daukaus,Dustin Stoltzfus,W,Submission,3,,Middleweight Bout,,mw
Belal Muhammad,2021-12-18,UFC Fight Night: Lewis vs. Daukaus,Stephen Thompson,W,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Macy Chiasson,2021-12-18,UFC Fight Night: Lewis vs. Daukaus,Raquel Pennington,L,SUB,2,,,,wbw
Court McGee,2022-01-15,UFC Fight Night: Kattar vs. Chikadze,Ramiz Brahimaj,W,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Brandon Royval,2022-01-15,UFC Fight Night: Kattar vs. Chikadze,Rogerio Bontorin,W,Decision - Split,3,Split,,,flw
Jamie Pickett,2022-01-15,UFC Fight Night: Kattar vs. Chikadze,Joseph Holmes,W,Decision - Unanimous,3,Unanimous,Middleweight Bout,,mw
Rogerio Bontorin,2022-01-15,UFC Fight Night: Kattar vs. Chikadze,Brandon Royval,L,Decision - Split,3,Split,,,flw
Raoni Barcelos,2022-01-22,UFC 270: Ngannou vs. Gane,Victor Henry,L,Decision,3,Unanimous,,,bw
Trevin Giles,2022-01-22,UFC 270: Ngannou vs. Gane,Michael Morales,L,KO/TKO,1,,Welterweight Bout,,ww
Michael Morales,2022-01-22,UFC 270: Ngannou vs. Gane,Trevin Giles,W,KO/TKO,1,,Welterweight Bout,,ww
Pete Rodriguez,2022-01-22,UFC 270: Ngannou vs. Gane,Jack Della Maddalena,L,KO/TKO,1,,Welterweight Bout,,ww
Said Nurmagomedov,2022-01-22,UFC 270: Ngannou vs. Gane,Cody Stamann,W,Submission,1,,,,bw
Michel Pereira,2022-01-22,UFC 270: Ngannou vs. Gane,Andre Fialho,W,Decision - Unanimous,3,Unanimous,Welterweight Bout,,mw
Jack Della Maddalena,2022-01-22,UFC 270: Ngannou vs. Gane,Pete Rodriguez,W,KO/TKO,1,,Welterweight Bout,,ww
Ciryl Gane,2022-01-22,UFC 270: Ngannou vs. Gane,Francis Ngannou,L,Decision - Unanimous,5,Unanimous,UFC Heavyweight Title Bout,,hw
Jasmine Jasudavicius,2022-01-22,,Kay Hansen,W,Decision - Unanimous,3,Decision,,,wflw
Saimon Oliveira,2022-01-22,UFC 270: Ngannou vs. Gane,Tony Gravely,L,Decision,3,Unanimous,,,bw
Deiveson Figueiredo,2022-01-22,UFC 270: Ngannou vs. Gane,Brandon Moreno,W,Decision - Unanimous,5,Unanimous,,,flw
Andre Fialho,2022-01-22,UFC 270: Ngannou vs. Gane,Michel Pereira,L,Decision - Unanimous,3,Unanimous,Welterweight Bout,,ww
Brandon Moreno,2022-01-22,UFC 270: Ngannou vs. Gane,Deiveson Figueiredo,L,Decision - Unanimous,5,Unanimous,,,flw
Brendan Allen,2022-02-05,UFC Fight Night: Hermansson vs. Strickland,Sam Alvey,W,Submission,2,,Light Heavyweight Bout,,mw
Marc-Andre Barriault,2022-02-05,UFC Fight Night: Hermansson vs. Strickland,Chidi Njokuani,L,KO/TKO,1,,Middleweight Bout,,mw
Punahele Soriano,2022-02-05,UFC Fight Night: Hermansson vs. Strickland,Nick Maximov,L,Decision - Split,3,Split,Middleweight Bout,,ww
Chidi Njokuani,2022-02-05,UFC Fight Night: Hermansson vs. Strickland,Marc-Andre Barriault,W,KO/TKO,1,,Middleweight Bout,,mw
Jack Hermansson,2022-02-05,UFC Fight Night: Hermansson vs. Strickland,Sean Strickland,L,Decision - Split,5,Split,Middleweight Bout,,mw
Sean Strickland,2022-02-05,UFC Fight Night: Hermansson vs. Strickland,Jack Hermansson,W,Decision - Split,5,Split,Middleweight Bout,,mw
Shavkat Rakhmonov,2022-02-05,UFC Fight Night: Hermansson vs. Strickland,Carlston Harris,W,KO/TKO,1,,Welterweight Bout,,ww
Malcolm Gordon,2022-02-05,UFC Fight Night: Hermansson vs. Strickland,Denys Bondar,W,KO/TKO,1,,,,flw
Sam Alvey,2022-02-05,UFC Fight Night: Hermansson vs. Strickland,Brendan Allen,L,Submission,2,,Light Heavyweight Bout,,mw
Casey O'Neill,2022-02-12,,Roxanne Modafferi,W,Decision - Split,3,Decision,,,wflw
Carlos Ulberg,2022-02-12,,Fabio Cherant,W,Decision,3,Unanimous,,,lhw
Derek Brunson,2022-02-12,UFC 271: Adesanya vs. Whittaker 2,Jared Cannonier,L,KO/TKO,2,,Middleweight Bout,,mw
Jacob Malkoun,2022-02-12,UFC 271: Adesanya vs. Whittaker 2,AJ Dobson,W,Decision - Unanimous,3,Unanimous,Middleweight Bout,,mw
Fabio Cherant,2022-02-12,,Carlos Ulberg,L,Decision,3,Unanimous,,,lhw
William Knight,2022-02-12,,Maxim Grishin,L,Decision,3,Unanimous,,,lhw
Israel Adesanya,2022-02-12,UFC 271: Adesanya vs. Whittaker 2,Robert Whittaker,W,Decision - Unanimous,5,Unanimous,UFC Middleweight Title Bout,,mw
King Green,2022-02-12,UFC 271: Adesanya vs. Whittaker 2,Nasrat Haqparast,W,Decision - Unanimous,3,Unanimous,Lightweight Bout,,ww
Renato Moicano,2022-02-12,UFC 271: Adesanya vs. Whittaker 2,Alexander Hernandez,W,Submission,2,,Lightweight Bout,,ww
